probe,press,accuracy,rt,threshold,score,run_num
3,3,1,0.370652914047,0.45,1,0
2,2,1,0.396507024765,0.45,1,0
1,1,1,0.352852106094,0.45,1,0
0,0,1,0.323037147522,0.45,1,0
2,2,1,0.312422037125,0.45,1,0
0,0,1,0.355161905289,0.45,1,0
1,0,0,0.347493886948,0.45,-2,0
2,2,1,0.317790985107,0.45,1,0
3,3,1,0.345705986023,0.45,1,0
0,0,1,0.359270095825,0.45,1,0
3,3,1,0.392095088959,0.45,1,0
1,1,1,0.366503953934,0.45,1,0
3,3,1,0.345414876938,0.45,1,0
1,1,1,0.322092056274,0.45,1,0
2,1,0,0.332534790039,0.45,-2,0
0,0,1,0.396015882492,0.45,1,0
2,2,1,0.334445953369,0.45,1,0
1,1,1,0.449811935425,0.45,1,0
0,0,1,0.369834899902,0.45,1,0
3,3,1,0.336260795593,0.45,1,0
0,0,1,0.364166975021,0.45,1,0
1,1,1,0.395742177963,0.45,1,0
3,3,1,0.3924741745,0.45,1,0
2,2,1,0.364511966705,0.45,1,0
3,3,1,0.326313018799,0.45,1,0
2,2,1,0.31338095665,0.45,1,0
0,0,1,0.358947038651,0.45,1,0
1,1,1,0.377749919891,0.45,1,0
0,0,1,0.438377857208,0.45,1,0
2,2,1,0.42591881752,0.45,1,0
1,1,1,0.425741910934,0.45,1,0
2,2,1,0.333312034607,0.45,1,0
3,3,1,0.360079050064,0.45,1,0
1,0,0,0.371821880341,0.45,-2,0
3,3,1,0.471246004105,0.45,-1,0
0,0,1,0.457541942596,0.45,-1,0
3,3,1,0.390855073929,0.45,1,0
1,1,1,0.408883094788,0.45,1,0
0,0,1,0.348520040512,0.45,1,0
2,1,0,0.392818927765,0.45,-2,0
1,1,1,0.437597990036,0.45,1,0
2,3,0,0.327589988708,0.45,-2,0
0,0,1,0.328768968582,0.45,1,0
3,3,1,0.302734136581,0.45,1,0
2,2,1,0.330524921417,0.45,1,0
3,3,1,0.332719087601,0.45,1,0
0,0,1,0.350826025009,0.45,1,0
