force_0,force_1,force_2,force_3,rt,rt_threshold,target_finger,selected_finger,score,trial,run
0.40453267089,0.263203974972,0.597266786167,0.205632249084,0.7,0.45,2,-1,0,1,0
0.477299159336,0.245134980894,1.11388989975,0.23826683676,0.067,0.45,0,2,-1,1,0
0.337295604171,0.144116240123,0.628769408689,1.51646874514,0.471,0.45,3,3,1,2,0
0.540774096543,1.1145630782,0.477330796447,0.079052890783,0.481,0.45,1,1,1,3,0
1.6416901277,0.232818528678,0.138022247038,0.0651614795089,0.357,0.45,0,0,2,4,0
0.870281672674,1.05445043486,0.336563022625,0.0899349944412,0.47,0.45,1,1,1,5,0
0.156083295655,0.190907719811,0.119099681831,1.14695201291,0.42,0.45,3,3,2,6,0
0.106282305812,0.15594845215,0.147940312526,0.0606891138228,0.7,0.45,2,-1,0,8,0
0.411472352528,0.148446864832,1.07477582304,0.11475566174,0.199,0.45,3,2,-1,8,0
1.2956037199,0.186728866056,0.123323385053,0.020388909684,0.335,0.45,0,0,2,9,0
0.488969205321,0.170966249601,1.19039034956,0.216105281038,0.464,0.45,2,2,1,10,0
1.2373601566,0.130102425558,0.182186413711,0.0365838026188,0.356,0.45,1,0,-1,11,0
0.0376308714455,0.00522936880723,1.12136855812,0.170902376374,0.449,0.45,2,2,2,12,0
1.64351717092,0.0702980490383,0.205544593358,0.101796567453,0.394,0.45,0,0,2,13,0
0.490338281366,1.10947128242,0.0814390266261,0.0612029099223,0.384,0.45,1,1,2,14,0
0.419033971398,0.255060323711,0.215854549666,1.27082948955,0.335,0.45,3,3,2,15,0
1.0355500031,0.182510894589,0.154256431767,0.0192502410068,0.255,0.45,0,0,2,16,0
0.611858264175,0.157419883443,1.03570724925,0.155967844325,0.338,0.45,3,2,-1,17,0
0.405292454547,1.0406025758,0.563328178001,0.0554531535597,0.399,0.45,1,1,2,18,0
0.140192555636,0.0589302375223,1.0723966704,0.126006758801,0.444,0.45,2,2,2,19,0
0.240160289623,0.120265289413,0.185790474374,1.14631548569,0.308,0.45,3,3,2,20,0
1.06199240643,0.193108146589,0.186012845209,0.0372846492573,0.304,0.45,2,0,-1,21,0
1.02660412249,0.0548760048247,0.153933627118,0.0799635285258,0.292,0.45,1,0,-1,22,0
1.68536487671,0.0200389029922,0.104844935605,0.182974426581,0.333,0.45,0,0,2,23,0
0.350878664141,0.125851815272,1.03483769618,0.142548477088,0.389,0.45,2,2,2,24,0
0.233517375697,0.10651184489,0.1354664253,1.13554403132,0.325,0.45,3,3,2,25,0
1.55915714893,0.217889766394,0.160342210396,0.0592293289401,0.332,0.45,0,0,2,26,0
0.369968924614,1.02195769031,0.1337684214,0.0737908552457,0.323,0.45,1,1,2,27,0
0.303116130044,0.203800167246,0.125691233666,1.30864937754,0.411,0.45,3,3,2,28,0
1.01894233506,0.259388648227,0.159838477112,0.0114511396018,0.349,0.45,1,0,-1,29,0
1.06870571057,0.233278849046,0.145902342574,0.00291953149011,0.284,0.45,0,0,2,30,0
0.195150363764,0.181964437197,0.174256578456,1.36700789294,0.313,0.45,3,3,2,31,0
0.305282850899,0.177859877048,1.10582036905,0.117950072098,0.373,0.45,2,2,2,32,0
1.02073161236,0.38234829069,0.0487037127365,0.086030014632,0.376,0.45,0,0,2,33,0
0.283740818407,0.291729210635,0.370855442027,1.04610843923,0.474,0.45,2,3,-1,34,0
0.918397096539,1.17301414611,0.115115846528,0.0681976380504,0.419,0.45,1,1,2,35,0
0.418066968902,0.193594961151,1.32580338967,0.0644935550941,0.423,0.45,2,2,2,36,0
1.4138865142,0.175763808713,0.145289956229,0.413986526613,0.393,0.45,0,0,2,37,0
0.193795492703,0.183056068978,0.159882878685,1.17315065803,0.275,0.45,3,3,2,38,0
0.493450370657,1.15580996623,0.137992495747,0.0412521081193,0.361,0.45,1,1,2,39,0
1.20165872236,0.259200769015,0.127288289178,0.0408294961202,0.371,0.45,0,0,2,40,0
0.760100372147,1.01885698693,0.475014767771,0.100583833855,0.457,0.45,1,1,1,41,0
0.218967868146,0.267390799403,0.0304428098807,1.27591525543,0.341,0.45,3,3,2,42,0
1.26967227309,0.176264652823,0.213029027308,0.107450564768,0.362,0.45,0,0,2,43,0
0.313025752843,0.205362983126,1.11778022104,0.142350392193,0.347,0.45,2,2,2,44,0
0.95663097087,1.11350742501,0.2710612465,0.409565650237,0.464,0.45,1,1,1,45,0
0.149154399483,0.304329730765,1.11283877205,0.0409488503512,0.452,0.45,2,2,1,46,0
0.189419832981,0.0957278204465,0.122534561013,1.43432798566,0.324,0.45,3,3,2,47,0
0.613165863569,0.0880910346788,1.00934827521,0.131920253526,0.438,0.45,2,2,2,48,0
0.213046896966,0.0497739352614,0.909194575314,1.26221241558,0.463,0.45,3,3,1,49,0
1.17107399711,0.114339204877,0.0587558199124,0.0592982283685,0.374,0.45,0,0,2,50,0
0.436013778592,1.04653804688,0.167159033037,0.0959520243629,0.358,0.45,1,1,2,51,0
0.100988763267,0.224697417929,0.908421929697,1.1862066366,0.494,0.45,3,3,1,52,0
0.667756826392,1.14203730859,0.0639788480792,0.0175669928854,0.444,0.45,1,1,2,53,0
1.56867507362,0.224482180708,0.130335645815,0.101667895872,0.397,0.45,0,0,2,54,0
0.0415297624381,0.159133925023,0.909162186322,1.04227992415,0.427,0.45,3,3,2,55,0
0.261953293728,0.118999074107,1.17376516358,0.116547111337,0.324,0.45,2,2,2,56,0
0.670547719635,1.02710494959,0.0918236282811,0.112392892065,0.349,0.45,1,1,2,57,0
1.01094593683,0.163995135429,0.0690362301313,0.053642472403,0.136,0.45,2,0,-1,58,0
1.3128823525,0.181297636122,0.158185169924,0.0281810856645,0.308,0.45,0,0,2,59,0
0.262395999085,0.132017955084,1.10396821086,0.0608858692081,0.376,0.45,2,2,2,60,0
0.22052083355,0.112775566676,0.0749294117533,1.15404493492,0.386,0.45,3,3,2,61,0
1.16375309287,0.153483869575,0.172381380854,-0.00811938225409,0.319,0.45,1,0,-1,62,0
1.12490626222,0.220078652588,0.0993291766441,0.195750372466,0.366,0.45,0,0,2,63,0
0.106429760936,1.0406885889,0.0819497147337,0.0697617611326,0.402,0.45,1,1,2,64,0
0.0278510099042,0.159217182304,0.571660344405,1.1060097715,0.45,0.45,3,3,1,65,0
1.11489733642,0.230414738019,0.156961707748,-0.00074079620636,0.478,0.45,0,0,1,66,0
0.261438927022,0.360239057518,1.02584663242,0.0650832072347,0.469,0.45,2,2,1,67,0
1.07564594544,0.163017241676,0.170612770408,0.082574578588,0.438,0.45,0,0,2,68,0
