finger_pair_code,left_finger,right_finger,timing,judgment,accuracy,trial,run
1,1,2,0.18,-1,0,293,2
1,1,2,-0.03,-1,1,294,2
1,1,2,0.03,-1,0,295,2
1,1,2,0.4,1,1,296,2
1,1,2,0.12,1,1,297,2
1,1,2,-0.07,1,0,298,2
1,1,2,-0.25,-1,1,299,2
1,1,2,0.4,1,1,300,2
1,1,2,0.03,1,1,301,2
1,1,2,-0.03,1,0,302,2
1,1,2,-0.07,-1,1,303,2
1,1,2,-0.4,1,0,304,2
1,1,2,0.07,1,1,305,2
1,1,2,-0.25,-1,1,306,2
1,1,2,0.18,1,1,307,2
1,1,2,-0.12,1,0,308,2
1,1,2,0.12,1,1,309,2
1,1,2,0.25,-1,0,310,2
1,1,2,-0.18,1,0,311,2
1,1,2,0.12,1,1,312,2
1,1,2,-0.03,1,0,313,2
1,1,2,0.25,1,1,314,2
1,1,2,-0.25,-1,1,315,2
1,1,2,0.18,1,1,316,2
1,1,2,-0.07,-1,1,317,2
1,1,2,-0.18,1,0,318,2
1,1,2,-0.4,1,0,319,2
1,1,2,0.03,1,1,320,2
1,1,2,-0.12,-1,1,321,2
1,1,2,0.4,1,1,322,2
1,1,2,0.07,1,1,323,2
1,1,2,-0.25,-1,1,324,2
1,1,2,0.25,1,1,325,2
1,1,2,0.07,1,1,326,2
1,1,2,0.4,1,1,327,2
1,1,2,0.12,1,1,328,2
1,1,2,0.03,1,1,329,2
1,1,2,-0.03,-1,1,330,2
1,1,2,-0.12,-1,1,331,2
1,1,2,0.18,1,1,332,2
1,1,2,-0.4,1,0,333,2
1,1,2,-0.07,-1,1,334,2
1,1,2,-0.18,-1,1,335,2
1,1,2,0.12,1,1,336,2
1,1,2,-0.4,-1,1,337,2
1,1,2,-0.25,-1,1,338,2
1,1,2,0.4,1,1,339,2
1,1,2,-0.07,-1,1,340,2
1,1,2,0.03,-1,0,341,2
1,1,2,0.18,1,1,342,2
1,1,2,-0.12,1,0,343,2
1,1,2,-0.03,1,0,344,2
1,1,2,0.25,1,1,345,2
1,1,2,-0.18,1,0,346,2
1,1,2,0.07,1,1,347,2
1,1,2,-0.03,-1,1,348,2
1,1,2,0.03,1,1,349,2
1,1,2,0.4,-1,0,350,2
1,1,2,-0.07,-1,1,351,2
1,1,2,0.18,-1,0,352,2
1,1,2,-0.18,-1,1,353,2
1,1,2,-0.25,-1,1,354,2
1,1,2,-0.4,-1,1,355,2
1,1,2,0.07,1,1,356,2
1,1,2,-0.12,-1,1,357,2
1,1,2,0.12,1,1,358,2
1,1,2,0.25,1,1,359,2
2,2,3,-0.25,-1,1,360,3
2,2,3,0.18,1,1,361,3
2,2,3,0.4,1,1,362,3
2,2,3,-0.4,-1,1,363,3
2,2,3,0.03,1,1,364,3
2,2,3,-0.12,1,0,365,3
2,2,3,0.25,1,1,366,3
2,2,3,-0.07,1,0,367,3
2,2,3,0.07,1,1,368,3
2,2,3,-0.18,-1,1,369,3
2,2,3,-0.03,1,0,370,3
2,2,3,0.12,-1,0,371,3
2,2,3,0.4,1,1,372,3
2,2,3,-0.12,-1,1,373,3
2,2,3,0.03,-1,0,374,3
2,2,3,-0.4,-1,1,375,3
2,2,3,0.12,1,1,376,3
2,2,3,-0.03,-1,1,377,3
2,2,3,0.18,-1,0,378,3
2,2,3,-0.25,-1,1,379,3
2,2,3,0.07,-1,0,380,3
2,2,3,-0.07,-1,1,381,3
2,2,3,-0.18,1,0,382,3
2,2,3,0.25,-1,0,383,3
2,2,3,-0.03,-1,1,384,3
2,2,3,-0.4,-1,1,385,3
2,2,3,0.07,-1,0,386,3
2,2,3,-0.25,-1,1,387,3
2,2,3,0.18,-1,0,388,3
2,2,3,0.4,1,1,389,3
2,2,3,0.25,1,1,390,3
2,2,3,0.03,1,1,391,3
2,2,3,0.12,1,1,392,3
2,2,3,-0.07,1,0,393,3
2,2,3,-0.18,1,0,394,3
2,2,3,-0.12,1,0,395,3
2,2,3,-0.07,1,0,396,3
2,2,3,-0.12,1,0,397,3
2,2,3,0.07,1,1,398,3
2,2,3,-0.25,-1,1,399,3
2,2,3,0.25,1,1,400,3
2,2,3,-0.18,-1,1,401,3
2,2,3,0.18,1,1,402,3
2,2,3,0.03,-1,0,403,3
2,2,3,0.4,1,1,404,3
2,2,3,-0.4,-1,1,405,3
2,2,3,0.12,1,1,406,3
2,2,3,-0.03,1,0,407,3
2,2,3,-0.18,-1,1,408,3
2,2,3,0.12,1,1,409,3
2,2,3,-0.25,-1,1,410,3
2,2,3,-0.07,1,0,411,3
2,2,3,0.03,1,1,412,3
2,2,3,0.18,1,1,413,3
2,2,3,0.4,1,1,414,3
2,2,3,0.07,1,1,415,3
2,2,3,-0.4,-1,1,416,3
2,2,3,-0.12,-1,1,417,3
2,2,3,-0.03,-1,1,418,3
2,2,3,0.25,1,1,419,3
2,2,3,-0.03,-1,1,420,3
2,2,3,0.03,1,1,421,3
2,2,3,-0.07,-1,1,422,3
2,2,3,-0.18,1,0,423,3
2,2,3,0.25,-1,0,424,3
2,2,3,0.4,1,1,425,3
2,2,3,-0.12,1,0,426,3
2,2,3,0.07,-1,0,427,3
2,2,3,0.12,1,1,428,3
2,2,3,-0.4,1,0,429,3
2,2,3,0.18,1,1,430,3
2,2,3,-0.25,1,0,431,3
2,2,3,0.12,1,1,432,3
2,2,3,-0.18,1,0,433,3
2,2,3,0.25,1,1,434,3
2,2,3,-0.25,-1,1,435,3
2,2,3,-0.03,1,0,436,3
2,2,3,0.18,1,1,437,3
2,2,3,-0.4,-1,1,438,3
2,2,3,-0.12,1,0,439,3
2,2,3,-0.07,-1,1,440,3
2,2,3,0.03,1,1,441,3
2,2,3,0.4,1,1,442,3
2,2,3,0.07,1,1,443,3
2,2,3,0.18,1,1,444,3
2,2,3,0.4,-1,0,445,3
2,2,3,0.07,1,1,446,3
2,2,3,-0.03,-1,1,447,3
2,2,3,-0.12,1,0,448,3
2,2,3,-0.18,-1,1,449,3
2,2,3,-0.07,1,0,450,3
2,2,3,0.25,1,1,451,3
2,2,3,0.12,1,1,452,3
2,2,3,-0.25,-1,1,453,3
2,2,3,-0.4,1,0,454,3
2,2,3,0.03,1,1,455,3
2,2,3,0.03,1,1,456,3
2,2,3,0.07,1,1,457,3
2,2,3,0.4,1,1,458,3
2,2,3,-0.18,-1,1,459,3
2,2,3,0.12,1,1,460,3
2,2,3,-0.03,-1,1,461,3
2,2,3,-0.25,-1,1,462,3
2,2,3,-0.07,1,0,463,3
2,2,3,-0.12,1,0,464,3
2,2,3,-0.4,-1,1,465,3
2,2,3,0.25,1,1,466,3
2,2,3,0.18,1,1,467,3
2,2,3,-0.07,1,0,468,3
2,2,3,0.07,1,1,469,3
2,2,3,0.25,-1,0,470,3
2,2,3,0.12,1,1,471,3
2,2,3,0.03,-1,0,472,3
2,2,3,-0.25,-1,1,473,3
2,2,3,-0.12,-1,1,474,3
2,2,3,0.18,1,1,475,3
2,2,3,0.4,1,1,476,3
2,2,3,-0.4,-1,1,477,3
2,2,3,-0.03,-1,1,478,3
2,2,3,-0.18,1,0,479,3
1,1,2,-0.25,1,0,480,4
1,1,2,-0.07,1,0,481,4
1,1,2,-0.4,-1,1,482,4
1,1,2,0.4,1,1,483,4
1,1,2,0.12,-1,0,484,4
1,1,2,-0.18,-1,1,485,4
1,1,2,0.25,1,1,486,4
1,1,2,0.03,-1,0,487,4
1,1,2,0.07,1,1,488,4
1,1,2,0.18,1,1,489,4
1,1,2,-0.03,-1,1,490,4
1,1,2,-0.12,1,0,491,4
1,1,2,-0.12,-1,1,492,4
1,1,2,-0.25,1,0,493,4
1,1,2,-0.07,-1,1,494,4
1,1,2,-0.18,-1,1,495,4
1,1,2,-0.03,-1,1,496,4
1,1,2,0.4,1,1,497,4
1,1,2,0.07,-1,0,498,4
1,1,2,0.25,1,1,499,4
1,1,2,0.12,-1,0,500,4
1,1,2,0.03,1,1,501,4
1,1,2,-0.4,-1,1,502,4
1,1,2,0.18,1,1,503,4
1,1,2,-0.4,-1,1,504,4
1,1,2,-0.18,1,0,505,4
1,1,2,0.03,1,1,506,4
1,1,2,-0.25,-1,1,507,4
1,1,2,-0.03,-1,1,508,4
1,1,2,0.12,1,1,509,4
1,1,2,0.07,-1,0,510,4
1,1,2,0.18,1,1,511,4
1,1,2,-0.07,1,0,512,4
1,1,2,0.25,1,1,513,4
1,1,2,-0.12,-1,1,514,4
1,1,2,0.4,1,1,515,4
1,1,2,0.12,-1,0,516,4
1,1,2,-0.03,-1,1,517,4
1,1,2,-0.12,-1,1,518,4
1,1,2,-0.18,-1,1,519,4
1,1,2,0.03,1,1,520,4
1,1,2,0.25,1,1,521,4
1,1,2,-0.07,-1,1,522,4
1,1,2,0.07,1,1,523,4
1,1,2,0.4,1,1,524,4
1,1,2,-0.4,1,0,525,4
1,1,2,0.18,1,1,526,4
1,1,2,-0.25,-1,1,527,4
1,1,2,0.4,1,1,528,4
1,1,2,0.07,-1,0,529,4
1,1,2,-0.4,-1,1,530,4
1,1,2,0.25,1,1,531,4
1,1,2,-0.07,-1,1,532,4
1,1,2,-0.25,-1,1,533,4
1,1,2,0.18,-1,0,534,4
1,1,2,0.03,-1,0,535,4
1,1,2,-0.03,-1,1,536,4
1,1,2,-0.18,-1,1,537,4
1,1,2,-0.12,-1,1,538,4
1,1,2,0.12,1,1,539,4
1,1,2,-0.12,-1,1,540,4
1,1,2,0.07,1,1,541,4
1,1,2,0.25,1,1,542,4
1,1,2,0.12,-1,0,543,4
1,1,2,-0.07,-1,1,544,4
1,1,2,0.03,1,1,545,4
1,1,2,-0.4,-1,1,546,4
1,1,2,0.4,1,1,547,4
1,1,2,-0.18,-1,1,548,4
1,1,2,-0.03,-1,1,549,4
1,1,2,-0.25,-1,1,550,4
1,1,2,0.18,1,1,551,4
1,1,2,-0.07,-1,1,552,4
1,1,2,-0.03,-1,1,553,4
1,1,2,-0.4,-1,1,554,4
1,1,2,-0.25,-1,1,555,4
1,1,2,-0.12,1,0,556,4
1,1,2,0.07,-1,0,557,4
1,1,2,0.4,1,1,558,4
1,1,2,0.03,-1,0,559,4
1,1,2,0.12,1,1,560,4
1,1,2,-0.18,-1,1,561,4
1,1,2,0.25,1,1,562,4
1,1,2,0.18,1,1,563,4
1,1,2,0.25,1,1,564,4
1,1,2,-0.25,-1,1,565,4
1,1,2,-0.12,1,0,566,4
1,1,2,-0.07,1,0,567,4
1,1,2,-0.4,-1,1,568,4
1,1,2,0.12,1,1,569,4
1,1,2,0.07,-1,0,570,4
1,1,2,-0.03,1,0,571,4
1,1,2,0.03,1,1,572,4
1,1,2,0.18,1,1,573,4
1,1,2,-0.18,1,0,574,4
1,1,2,0.4,1,1,575,4
1,1,2,0.12,1,1,576,4
1,1,2,-0.25,1,0,577,4
1,1,2,-0.18,1,0,578,4
1,1,2,-0.07,-1,1,579,4
1,1,2,-0.4,-1,1,580,4
1,1,2,0.03,-1,0,581,4
1,1,2,-0.03,-1,1,582,4
1,1,2,0.07,-1,0,583,4
1,1,2,0.4,1,1,584,4
1,1,2,0.25,-1,0,585,4
1,1,2,-0.12,1,0,586,4
1,1,2,0.18,1,1,587,4
1,1,2,-0.07,-1,1,588,4
1,1,2,0.25,1,1,589,4
1,1,2,0.4,1,1,590,4
1,1,2,0.18,-1,0,591,4
1,1,2,-0.12,1,0,592,4
1,1,2,0.03,1,1,593,4
1,1,2,-0.25,-1,1,594,4
1,1,2,-0.18,-1,1,595,4
1,1,2,0.07,1,1,596,4
1,1,2,-0.4,-1,1,597,4
1,1,2,-0.03,-1,1,598,4
1,1,2,0.12,1,1,599,4
0,0,1,0.07,-1,0,600,5
0,0,1,-0.12,1,0,601,5
0,0,1,0.12,1,1,602,5
0,0,1,0.03,1,1,603,5
0,0,1,-0.25,-1,1,604,5
0,0,1,0.18,1,1,605,5
0,0,1,-0.4,-1,1,606,5
0,0,1,0.4,1,1,607,5
0,0,1,-0.03,-1,1,608,5
0,0,1,-0.18,-1,1,609,5
0,0,1,-0.07,-1,1,610,5
0,0,1,0.25,1,1,611,5
0,0,1,0.25,1,1,612,5
0,0,1,-0.25,-1,1,613,5
0,0,1,-0.18,-1,1,614,5
0,0,1,0.07,1,1,615,5
0,0,1,-0.07,1,0,616,5
0,0,1,0.12,1,1,617,5
0,0,1,-0.03,-1,1,618,5
0,0,1,0.4,1,1,619,5
0,0,1,0.03,1,1,620,5
0,0,1,0.18,1,1,621,5
0,0,1,-0.4,-1,1,622,5
0,0,1,-0.12,1,0,623,5
0,0,1,0.4,-1,0,624,5
0,0,1,0.12,1,1,625,5
0,0,1,0.07,-1,0,626,5
0,0,1,0.25,1,1,627,5
0,0,1,-0.07,-1,1,628,5
0,0,1,-0.4,-1,1,629,5
0,0,1,-0.25,-1,1,630,5
0,0,1,-0.12,-1,1,631,5
0,0,1,0.18,1,1,632,5
0,0,1,0.03,-1,0,633,5
0,0,1,-0.03,1,0,634,5
0,0,1,-0.18,-1,1,635,5
0,0,1,-0.03,1,0,636,5
0,0,1,-0.25,-1,1,637,5
0,0,1,-0.07,1,0,638,5
0,0,1,0.25,-1,0,639,5
0,0,1,-0.4,1,0,640,5
0,0,1,0.07,1,1,641,5
0,0,1,-0.18,1,0,642,5
0,0,1,0.03,1,1,643,5
0,0,1,0.4,1,1,644,5
0,0,1,0.18,1,1,645,5
0,0,1,-0.12,1,0,646,5
0,0,1,0.12,-1,0,647,5
0,0,1,-0.4,-1,1,648,5
0,0,1,0.07,1,1,649,5
0,0,1,-0.25,-1,1,650,5
0,0,1,0.12,1,1,651,5
0,0,1,-0.18,-1,1,652,5
0,0,1,-0.07,1,0,653,5
0,0,1,-0.12,-1,1,654,5
0,0,1,0.4,1,1,655,5
0,0,1,0.18,1,1,656,5
0,0,1,0.03,1,1,657,5
0,0,1,-0.03,-1,1,658,5
0,0,1,0.25,1,1,659,5
0,0,1,0.12,1,1,660,5
0,0,1,-0.03,-1,1,661,5
0,0,1,0.18,1,1,662,5
0,0,1,0.4,1,1,663,5
0,0,1,-0.07,-1,1,664,5
0,0,1,-0.12,-1,1,665,5
0,0,1,0.07,-1,0,666,5
0,0,1,0.03,-1,0,667,5
0,0,1,-0.18,-1,1,668,5
0,0,1,-0.25,-1,1,669,5
0,0,1,0.25,-1,0,670,5
0,0,1,-0.4,-1,1,671,5
0,0,1,-0.4,-1,1,672,5
0,0,1,0.18,-1,0,673,5
0,0,1,-0.12,-1,1,674,5
0,0,1,-0.25,-1,1,675,5
0,0,1,0.4,-1,0,676,5
0,0,1,-0.07,-1,1,677,5
0,0,1,0.12,-1,0,678,5
0,0,1,0.07,-1,0,679,5
0,0,1,-0.18,-1,1,680,5
0,0,1,0.03,-1,0,681,5
0,0,1,-0.03,-1,1,682,5
0,0,1,0.25,1,1,683,5
0,0,1,-0.07,-1,1,684,5
0,0,1,0.4,1,1,685,5
0,0,1,0.03,1,1,686,5
0,0,1,0.25,1,1,687,5
0,0,1,-0.25,-1,1,688,5
0,0,1,0.12,1,1,689,5
0,0,1,-0.18,-1,1,690,5
0,0,1,-0.4,-1,1,691,5
0,0,1,0.07,1,1,692,5
0,0,1,-0.12,-1,1,693,5
0,0,1,0.18,1,1,694,5
0,0,1,-0.03,-1,1,695,5
0,0,1,-0.25,1,0,696,5
0,0,1,0.12,-1,0,697,5
0,0,1,-0.12,-1,1,698,5
0,0,1,0.18,-1,0,699,5
0,0,1,0.07,1,1,700,5
0,0,1,-0.07,-1,1,701,5
0,0,1,0.4,1,1,702,5
0,0,1,-0.03,-1,1,703,5
0,0,1,-0.4,-1,1,704,5
0,0,1,0.03,1,1,705,5
0,0,1,0.25,-1,0,706,5
0,0,1,-0.18,-1,1,707,5
0,0,1,0.4,1,1,708,5
0,0,1,-0.03,-1,1,709,5
0,0,1,0.18,1,1,710,5
0,0,1,0.03,-1,0,711,5
0,0,1,-0.4,-1,1,712,5
0,0,1,-0.18,-1,1,713,5
0,0,1,0.25,1,1,714,5
0,0,1,0.12,1,1,715,5
0,0,1,-0.12,1,0,716,5
0,0,1,0.07,1,1,717,5
0,0,1,-0.25,1,0,718,5
0,0,1,-0.07,1,0,719,5
2,2,3,0.4,1,1,720,6
2,2,3,-0.03,-1,1,721,6
2,2,3,-0.07,1,0,722,6
2,2,3,-0.25,-1,1,723,6
2,2,3,-0.4,-1,1,724,6
2,2,3,0.18,1,1,725,6
2,2,3,0.03,1,1,726,6
2,2,3,0.07,1,1,727,6
2,2,3,-0.12,1,0,728,6
2,2,3,-0.18,1,0,729,6
2,2,3,0.25,1,1,730,6
2,2,3,0.12,1,1,731,6
