trial_time,force_0,force_1,force_2,force_3,press_type,score,target_finger,trial,run
0.202,0.19669492612,0.262615025776,0.222691686754,0.0670422010391,off,0,2,0,0
1.05,0.0608312692842,0.541697211001,3.03158938042,0.363539287962,miss,0,2,0,0
1.562,0.181591062741,0.224237291771,0.309899284459,0.295427704189,off,0,2,0,0
2.461,0.135385788761,0.559757844486,1.97602026943,0.351205077798,miss,0,2,0,0
2.824,0.968759925347,0.477283880899,0.991801030511,0.498157428193,hit,1,2,0,0
3.612,0.201065597853,0.272530467692,2.37689134176,0.606631388261,hit,1,2,0,0
4.037,0.237640149637,0.250171374146,0.408805318599,0.413975057196,hit,1,2,0,0
4.617,0.408888046005,0.385689851235,2.51730930687,0.608124862216,hit,1,2,0,0
5.055,0.332369119955,0.257330151594,0.256696225178,0.264906537701,hit,1,2,0,0
5.61,0.287872298584,0.25855174828,1.99243652247,0.577825963674,miss,0,2,0,0
6.061,0.274132753352,0.247086094084,0.190985148065,0.492933067805,miss,0,2,0,0
6.635,0.206717931978,0.280774846642,2.38621080236,0.506553505965,hit,1,2,0,0
7.043,0.286188358178,0.298550866462,0.429083588569,0.436152422424,hit,1,2,0,0
7.56,0.250123518872,0.297675764955,2.27745947278,0.600229636008,hit,1,2,0,0
7.934,0.279807989385,0.289261171614,0.241418097008,0.406120885062,hit,1,2,0,0
8.374,0.250466552064,0.309838991602,2.54688625981,0.55944832045,hit,1,2,0,0
8.722,0.236640925274,0.263295091574,0.335870962386,0.342944404758,hit,1,2,0,0
9.184,0.204175188129,0.268725450782,1.98252235065,0.760477898631,miss,0,2,0,0
9.478,0.214583977589,0.241091165581,0.307645498114,0.356040779904,hit,1,2,0,0
9.937,0.982979123841,0.170719179947,3.00128630126,0.684775015439,miss,0,2,0,0
0.136,0.295919585018,0.368932007137,1.71522666226,1.20035588558,miss,0,3,1,0
0.91,0.23254977214,0.0736870725235,2.27620952276,3.10130266745,miss,0,3,1,0
1.437,0.33949988196,0.307448790772,0.565965499064,0.335831134671,hit,1,3,1,0
1.746,0.453534147899,0.393786034089,1.91635373524,3.02347564722,miss,0,3,1,0
2.082,0.514405350541,0.356437574861,0.530975750529,0.186362389032,miss,0,3,1,0
2.5,0.432534076836,0.275706809971,0.847123779466,3.01690932486,miss,0,3,1,0
2.857,0.514209849493,0.323945837268,0.635451503387,0.19273091338,miss,0,3,1,0
3.406,0.55238702169,0.315076602601,0.71264788555,2.63675324516,hit,1,3,1,0
3.855,0.610154277075,0.403684114443,0.634179047085,0.36298894191,hit,1,3,1,0
4.333,0.566999681211,0.303564433685,0.727112044081,2.36945909371,hit,1,3,1,0
4.707,0.48805364551,0.314203967833,0.4422237535,0.349182505244,hit,1,3,1,0
5.17,0.55455337054,0.326248527388,0.583408161528,2.41690176091,hit,1,3,1,0
5.566,0.517458705051,0.328950422233,0.470661974619,0.372460405238,hit,1,3,1,0
6.037,0.562419484474,0.334839586946,0.604879569249,1.99537799462,miss,0,3,1,0
6.406,0.513979304407,0.333992312602,0.434638508852,0.191848321651,miss,0,3,1,0
6.844,0.504988932104,0.298435795618,0.564148536183,1.99840865348,miss,0,3,1,0
7.339,0.502521702696,0.295151012352,0.406978207582,0.459418289802,hit,1,3,1,0
8.228,0.551771251373,0.283880285717,0.586783990155,1.9964046153,miss,0,3,1,0
8.709,0.381041993151,0.254304536577,0.32075144987,0.431471439013,hit,1,3,1,0
9.227,0.4427020739,0.276280906823,0.598550794698,1.9661715341,miss,0,3,1,0
9.499,0.377391551494,0.26713871883,0.351852122732,0.378666265123,hit,1,3,1,0
0.249000000001,0.328084821742,1.2279437766,0.322642500785,0.313600578375,miss,0,1,2,0
0.355000000001,0.345995602603,3.02749782647,0.425216792624,0.281635362951,miss,0,1,2,0
0.769000000001,0.311950905869,0.261568470575,0.380867776464,0.448306402477,hit,1,1,2,0
1.355,0.306637717938,2.39257744407,0.548135763502,0.392702945888,hit,1,1,2,0
1.763,0.30980044438,0.260429636376,0.446310196875,0.523230583608,hit,1,1,2,0
2.291,0.285599623485,2.39997941156,0.503542208764,0.384421922835,hit,1,1,2,0
2.673,0.298806824703,0.288174206988,0.500776543187,0.580299527861,hit,1,1,2,0
3.215,0.271857434262,2.3663780261,0.514220674619,0.398199423466,hit,1,1,2,0
3.454,0.272379162435,0.193457220938,0.479864106748,0.560764252235,miss,0,1,2,0
4.036,0.225606049247,2.3333818638,0.455499115455,0.35273432995,hit,1,1,2,0
4.451,0.258215181241,0.288004306803,0.427729690264,0.51728104651,hit,1,1,2,0
4.965,0.269760971273,2.42031584042,0.414642623272,0.340751889454,hit,1,1,2,0
5.36,0.252375215793,0.283719085004,0.397007525282,0.543358286486,hit,1,1,2,0
5.834,0.226814100577,2.42200016672,0.397134874785,0.388735656298,hit,1,1,2,0
6.16,0.213115103378,0.197811297827,0.355068183261,0.528031816511,miss,0,1,2,0
6.775,0.283752754455,2.28145817315,0.413200473037,0.384588553748,hit,1,1,2,0
7.293,0.243010754844,0.384173263272,0.37325970777,0.551944352691,hit,1,1,2,0
7.995,0.215435193068,2.60205631473,0.525076656301,0.424498362858,hit,1,1,2,0
8.401,0.23016240908,0.365630714865,0.418264189912,0.508941202617,hit,1,1,2,0
8.725,0.270650501844,3.06481191808,0.419607674451,0.434125717811,miss,0,1,2,0
9.259,0.309216904773,0.349339997883,0.428014646804,0.610108697335,hit,1,1,2,0
9.84,0.310784445972,2.75878154392,0.465866065407,0.439730205451,hit,1,1,2,0
0.343000000001,1.22387735723,0.333841473674,0.372863145214,0.387861936186,miss,0,0,3,0
0.392000000001,3.02731709667,0.345489866394,0.369764617535,0.386329741439,miss,0,0,3,0
0.750000000001,0.18499497717,0.466562519505,0.514851644239,0.543086407889,miss,0,0,3,0
1.236,3.0368804256,0.342315753906,0.373277543901,0.397286223834,miss,0,0,3,0
1.662,0.196461264047,0.412921401196,0.443855495283,0.453446108858,miss,0,0,3,0
2.091,3.02658009194,0.326486628894,0.399232890535,0.376130585422,miss,0,0,3,0
2.577,0.683173477017,0.387840719171,0.477503486208,0.474366952429,hit,1,0,3,0
3.123,2.79361151812,0.338705258132,0.399533465611,0.390806199564,hit,1,0,3,0
3.494,0.410637486939,0.336865001111,0.473795996347,0.481153624666,hit,1,0,3,0
3.865,2.82103578803,0.294291024488,0.370867320937,0.347119310703,hit,1,0,3,0
4.275,0.526019824024,0.363410295133,0.456326696274,0.49974697946,hit,1,0,3,0
4.649,2.20996320516,0.337142116271,0.40156913853,0.397510697812,hit,1,0,3,0
4.819,0.152497129348,0.315394515509,0.48965945786,0.502306224966,miss,0,0,3,0
5.302,2.27034307778,0.322065215351,0.385933865192,0.385661469782,hit,1,0,3,0
5.644,0.399277173661,0.361285433176,0.416443663995,0.510467870462,hit,1,0,3,0
6.032,2.12781076177,0.33628735375,0.381843998195,0.379510234555,hit,1,0,3,0
6.327,0.523513907199,0.366770834423,0.448612287567,0.503091756565,hit,1,0,3,0
6.673,2.56731603079,0.337008364469,0.381784476748,0.36963074022,hit,1,0,3,0
7.026,0.285233956794,0.359226148849,0.458251641747,0.520743205591,hit,1,0,3,0
7.398,2.517041532,0.335548412682,0.38833364194,0.363940018493,hit,1,0,3,0
7.706,0.512294913854,0.376674241312,0.449589560204,0.559625710209,hit,1,0,3,0
7.997,1.98156862466,0.321730830119,0.37297915209,0.476240035914,miss,0,0,3,0
8.228,0.379787284512,0.349843730679,0.439497567666,0.710935126659,hit,1,0,3,0
8.511,1.98394285826,0.313773309415,0.396998833099,0.671456381117,miss,0,0,3,0
8.721,0.196193295931,0.336194527486,0.429369829094,0.828413943072,miss,0,0,3,0
9.263,2.45875426399,0.283244491603,0.347981557384,0.53182285997,hit,1,0,3,0
9.605,0.343490178157,0.336092900112,0.4252232166,0.629235124775,hit,1,0,3,0
9.993,1.95263987124,0.287746439588,0.33615118986,0.434790695775,miss,0,0,3,0
0.202000000001,0.239272821743,0.278419854516,0.246724843844,0.737190019986,hit,1,0,4,0
0.953000000001,3.12530323356,0.235671772754,0.292263959094,0.790014820702,miss,0,0,4,0
1.378,0.197834801588,0.393195004668,0.517547732019,1.23049487601,miss,0,0,4,0
1.915,2.63886736573,0.322555071238,0.482395469443,1.56235688583,off,0,0,4,0
2.115,0.169280227097,0.342498251182,0.53531391982,1.49510165994,miss,0,0,4,0
2.677,2.39309363139,0.326252968191,0.49435880923,1.57470629692,off,0,0,4,0
2.919,0.146150041462,0.319717595682,0.523900110967,1.53629513064,miss,0,0,4,0
3.529,2.68393987039,0.314471390246,0.452972640943,1.10810106277,hit,1,0,4,0
3.878,0.379200662318,0.346325158809,0.529751895111,1.07001384218,hit,1,0,4,0
4.25,2.75181546847,0.324191501971,0.491044947398,1.07492021346,hit,1,0,4,0
4.461,0.194655252919,0.342599224133,0.570782670452,1.15294653579,miss,0,0,4,0
4.925,2.69276180718,0.327583913715,0.544207657977,1.07544575309,hit,1,0,4,0
5.257,0.339012883726,0.380842624,0.603120314513,1.12771682235,hit,1,0,4,0
5.494,3.00398379353,0.343855935243,0.525098986944,1.07215041723,miss,0,0,4,0
5.928,0.234593163199,0.368893616754,0.697284088194,1.30513163281,hit,1,0,4,0
6.151,3.00560033158,0.345873828437,0.608742792871,1.12496608571,miss,0,0,4,0
6.487,0.190690077608,0.363056526544,0.676431525592,1.22237544421,miss,0,0,4,0
6.84,3.02768789811,0.338290961804,0.581370867802,1.06622904384,miss,0,0,4,0
