trial_time,force_0,force_1,force_2,force_3,press_type,score,target_finger,trial,run
0.201,0.745534404701,0.414698549645,0.850828846837,0.862250037014,hit,1,2,0,0
0.889,0.865234961704,0.979071425502,3.09358162823,0.684506970708,miss,0,2,0,0
1.472,0.49053710305,0.347782416151,0.352863890724,0.651348267632,hit,1,2,0,0
2.061,0.299203513738,0.918993966988,3.05763992807,0.376229705115,miss,0,2,0,0
2.541,0.319534807355,0.317366020061,0.420591025613,0.588045716094,hit,1,2,0,0
3.074,0.25762753303,0.321211149578,2.54077990123,0.412853442054,hit,1,2,0,0
3.479,0.331247546803,0.31115713735,0.347463840306,0.623549925859,hit,1,2,0,0
3.9,0.271540574763,0.293961095915,2.54910969001,0.401801672859,hit,1,2,0,0
4.218,0.325293656063,0.319304021584,0.439205155125,0.607593218947,hit,1,2,0,0
4.649,0.277590448813,0.313372203322,2.75542100489,0.38679945986,hit,1,2,0,0
5.013,0.318169500946,0.328151951768,0.425544752186,0.595650860613,hit,1,2,0,0
5.434,0.281325942034,0.325464458218,2.44865912448,0.414588754839,hit,1,2,0,0
5.794,0.31469764037,0.338586011788,0.491211983181,0.608481925524,hit,1,2,0,0
6.211,0.267233843257,0.349839088614,2.54187350369,0.416089506703,hit,1,2,0,0
6.541,0.324112285119,0.361766007432,0.513406879681,0.646339653367,hit,1,2,0,0
6.889,0.266888237067,0.338286645456,2.87555224044,0.382956702467,hit,1,2,0,0
7.242,0.318882415139,0.357273636649,0.690677181542,0.650045047115,hit,1,2,0,0
7.636,0.260898028371,0.331915208404,2.65944613888,0.405856705589,hit,1,2,0,0
7.984,0.313042955674,0.344620319318,0.412786321069,0.668094444134,hit,1,2,0,0
8.432,0.263267949179,0.337715577947,2.47512422475,0.45687806947,hit,1,2,0,0
8.832,0.314141866582,0.337036106623,0.614310452813,0.648479784723,hit,1,2,0,0
9.201,0.263011284882,0.336751329249,2.76994903683,0.404193312993,hit,1,2,0,0
9.568,0.318489974213,0.362238999977,0.567726269037,0.675108275486,hit,1,2,0,0
9.908,0.268537268979,0.356053626302,3.02035491804,0.397052657169,miss,0,2,0,0
0.527,0.240037583234,0.369090186021,0.454998533795,1.21907915976,miss,0,3,1,0
0.744,0.212920033744,0.300313857327,0.406198229518,1.97652780398,miss,0,3,1,0
1.044,0.230711773262,0.371316201594,0.439292828639,0.458969893186,hit,1,3,1,0
1.369,0.209908765764,0.288122396363,0.40043004567,2.60580543279,hit,1,3,1,0
1.722,0.277096818809,0.360210505679,0.434156492671,0.363308007201,hit,1,3,1,0
2.205,0.247848082163,0.297192069594,0.38257135216,2.4465289334,hit,1,3,1,0
2.501,0.259406369503,0.367498621098,0.425554114049,0.413884328677,hit,1,3,1,0
2.917,0.209481513435,0.291708636351,0.382321409586,2.82630423745,hit,1,3,1,0
3.239,0.263767632184,0.369595229516,0.402375766926,0.354526446122,hit,1,3,1,0
3.714,0.197701826895,0.294483137255,0.397209780955,2.47849643109,off,0,3,1,0
4.053,0.25487241268,0.362637265552,0.423354591095,0.318362947616,hit,1,3,1,0
4.402,0.203851653939,0.289719933641,0.43894765982,3.04777042918,miss,0,3,1,0
4.825,0.277359935002,0.348776710613,0.477731609241,0.194150555379,miss,0,3,1,0
5.237,0.473570530231,0.257062611138,0.4174918138,2.91227231005,hit,1,3,1,0
5.579,0.397550107465,0.346237114535,0.470356880742,0.493424201164,hit,1,3,1,0
5.911,0.305517193592,0.277989473775,0.421215722013,2.80867897461,hit,1,3,1,0
6.295,0.300513201282,0.34935574659,0.484846128423,0.718618920153,hit,1,3,1,0
6.62,0.270757390041,0.280190506349,0.490937198606,2.57388552809,hit,1,3,1,0
6.945,0.337621189428,0.351725582599,0.465887599906,0.418520450464,hit,1,3,1,0
