force_0,force_1,force_2,force_3,rt,rt_threshold,target_finger,selected_finger,score,trial,run
1.01429088343,0.246772446181,0.227207516727,0.279408800801,0.685,0.45,0,0,1,0,0
0.652035993016,0.144337370815,0.377087161568,1.13914420467,0.499,0.45,3,3,1,1,0
0.459998503598,0.165038953957,1.10470369703,0.245543157885,0.371,0.45,2,2,2,2,0
0.550191425274,1.0574036733,0.125741038372,0.124100367833,0.335,0.45,1,1,2,3,0
0.412182719386,0.158544905912,1.02168613594,0.169970923591,0.296,0.45,2,2,2,4,0
0.498873020708,0.130385600615,0.445329557442,1.0496543039,0.439,0.45,3,3,2,5,0
0.541327286748,1.11681016156,0.0933784418497,0.156613405064,0.326,0.45,1,1,2,6,0
1.0025904574,0.189519078015,0.093797654749,0.0987334220209,0.26,0.45,0,0,2,7,0
0.362143929023,0.181222529253,1.00258848741,0.177202799431,0.325,0.45,2,2,2,8,0
1.06637266837,0.178567844814,0.185489183916,0.295096381016,0.441,0.45,0,0,2,9,0
0.590894405732,1.05536235957,0.460890151011,0.151377111779,0.494,0.45,1,1,1,10,0
0.368179113712,0.1758664487,0.173395198696,1.06062105749,0.509,0.45,3,3,1,11,0
0.411787581665,1.03189323791,0.0942026166921,0.0998158245055,0.461,0.45,0,1,-1,12,0
0.305670551542,0.270254716181,1.01919354216,0.121025265049,0.405,0.45,2,2,2,13,0
0.415152553683,0.122178580073,0.136150363383,1.10122830632,0.488,0.45,3,3,1,14,0
0.579109886961,1.03049483065,0.062145308813,0.00340963878226,0.439,0.45,1,1,2,15,0
0.287718381321,0.0386501000707,1.05037850314,-0.0214085468238,0.385,0.45,2,2,2,16,0
1.0047424841,0.124430647023,0.104232752078,0.0979895815102,0.315,0.45,1,0,-1,17,0
0.41411951661,0.0883325949952,0.196190855443,1.00013183931,0.585,0.45,3,3,1,18,0
1.03112172391,0.129962817276,0.0534848369914,-0.0221590215659,0.367,0.45,0,0,2,19,0
0.607790641371,1.05976128046,0.0565412177673,0.0795166461758,0.305,0.45,1,1,2,20,0
1.07214707364,0.148104508538,0.136710761017,0.117057001027,0.406,0.45,0,0,2,21,0
0.242344138754,0.051771076393,0.593637564829,1.06446559029,0.446,0.45,3,3,2,22,0
0.375350568681,0.0884007787262,1.03235069534,0.12783712261,0.411,0.45,2,2,2,23,0
0.687585934764,1.01362401524,0.10674630818,-0.028885356055,0.333,0.45,0,1,-1,24,0
0.402196100265,0.0422707963414,0.373814365473,1.03057164907,0.443,0.45,3,3,2,25,0
0.373146327115,0.0929678519273,1.07004679301,0.196351202183,0.459,0.45,2,2,1,26,0
0.391573836862,1.03531130946,0.0762386733364,0.0658230246934,0.368,0.45,1,1,2,27,0
0.55060235892,0.152140414136,0.0928256024828,1.07965991012,0.418,0.45,3,3,2,28,0
0.60930034955,1.06535711056,0.076075710734,0.0389834943131,0.378,0.45,1,1,2,29,0
0.390926085384,0.141961284277,1.05680600664,0.187746146015,0.472,0.45,2,2,1,30,0
0.438244528131,0.0928534132489,0.191204773907,1.0376652359,0.427,0.45,3,3,2,31,0
1.05021963196,0.131375237521,0.0269221955523,-0.0512095639137,0.273,0.45,0,0,2,32,0
0.581595200584,1.02327091959,0.117963166166,0.0292053661619,0.335,0.45,1,1,2,33,0
1.14042475508,0.155221913723,0.0666949214373,0.0917228277808,0.427,0.45,0,0,2,34,0
0.322754985097,0.149759730327,1.03527938139,0.166697728918,0.318,0.45,2,2,2,35,0
1.10021884033,0.166229922031,0.0806647953113,0.173047873538,0.358,0.45,0,0,2,36,0
0.744129088973,1.05849306809,0.171047795508,0.0604500622362,0.391,0.45,1,1,2,37,0
0.513823612825,0.0360128083243,0.572699372129,1.02186122729,0.492,0.45,3,3,1,38,0
0.590953553929,1.04121937391,0.052744055272,-0.0305195591681,0.35,0.45,2,1,-1,39,0
1.10980709644,0.481084918617,0.0207255731247,-0.0328701096952,0.283,0.45,1,0,-1,40,0
0.222648938737,0.0749207556475,1.0455075996,0.128590337712,0.429,0.45,2,2,2,41,0
0.326692274159,0.087573301852,0.204324782628,1.085724368,0.445,0.45,3,3,2,42,0
1.03926388826,0.143367268642,0.023429717372,0.0121215809788,0.392,0.45,0,0,2,43,0
0.500645684756,0.19040387599,1.04705796836,0.089458503492,0.319,0.45,2,2,2,44,0
1.0196838918,0.177105154929,0.0687931791896,0.0122413670601,0.391,0.45,0,0,2,45,0
0.450534854887,0.120987441771,0.196138107325,1.06186178704,0.358,0.45,3,3,2,46,0
0.552942376606,1.12343592544,0.0176323434697,0.0211931657075,0.323,0.45,1,1,2,47,0
1.16471551024,0.128929356788,0.0314396248504,0.0112956939589,0.341,0.45,0,0,2,48,0
0.47742490376,0.168864378783,1.01767976612,-0.00896306397402,0.305,0.45,2,2,2,49,0
0.594921527659,0.175573929212,0.0532827374655,1.12806246861,0.308,0.45,3,3,2,50,0
1.0387003134,0.161737513099,0.0488656605047,0.0099285636889,0.267,0.45,1,0,-1,51,0
0.39278163495,0.0551969822858,1.16280802906,0.106942254606,0.409,0.45,2,2,2,52,0
0.425743827818,1.06396856806,0.0471264006254,0.0188066513562,0.291,0.45,1,1,2,53,0
0.312379464121,0.0891206146295,1.03564153224,0.232342796141,0.495,0.45,3,2,-1,54,0
0.443671373568,0.0725862096414,1.11161642818,0.150691771823,0.375,0.45,2,2,2,55,0
1.11413463877,0.152286420785,0.0213101618182,-0.0335152724072,0.307,0.45,0,0,2,56,0
0.496761428038,1.06611925345,0.121844824661,0.0585263170383,0.524,0.45,1,1,1,57,0
1.07451289575,0.151915570851,0.0187125539031,0.0293037986212,0.436,0.45,0,0,2,58,0
0.260786482554,0.0410542010084,0.507222740627,1.05979984138,0.517,0.45,3,3,1,59,0
1.05627746868,0.179301279259,0.0303688305001,0.053074804716,0.392,0.45,0,0,2,60,0
0.250836095337,0.0300164896506,0.00761121610353,0.129480764346,0.7,0.45,3,-1,0,62,0
0.437817187741,0.475131656929,1.00461608536,0.121692821004,0.474,0.45,2,2,1,62,0
0.507318387018,1.04258980544,0.0713237194767,-0.0619861481308,0.379,0.45,1,1,2,63,0
0.251175063368,0.0154669273545,0.531475168311,1.05929251605,0.446,0.45,3,3,2,64,0
0.7112732116,1.14384880005,0.0324176954984,0.0535347583008,0.441,0.45,1,1,2,65,0
0.209145620724,0.0426819692067,1.03812626592,0.0493369424945,0.38,0.45,2,2,2,66,0
0.293941603733,0.0329672374377,0.115584117456,1.17701598239,0.435,0.45,3,3,2,67,0
1.05662182022,0.0895969417135,0.0508912280883,0.0259251113201,0.292,0.45,0,0,2,68,0
0.305626770843,0.0885713432885,1.04199952982,0.0738385094468,0.276,0.45,2,2,2,69,0
1.0138372285,0.137594022026,0.0237572723172,0.012680829792,0.239,0.45,0,0,2,70,0
0.484941853546,1.07084252553,0.0905884351274,0.0390593923583,0.342,0.45,1,1,2,71,0
1.06764446665,0.427939790398,0.0582783948672,0.0631811176589,0.467,0.45,0,0,1,72,0
0.264453111091,0.0769058177744,1.1120651921,0.0331812842809,0.398,0.45,2,2,2,73,0
0.431067198795,1.12324604493,0.0508307905867,0.115894233685,0.434,0.45,1,1,2,74,0
0.213906879339,0.102912601784,0.0948348767126,-0.0681252235933,0.7,0.45,3,-1,0,76,0
0.269580740871,0.0681522139377,1.05851258969,-0.022691641994,0.388,0.45,2,2,2,76,0
0.232080193388,0.0837652813563,0.0743448250756,1.00210139759,0.521,0.45,3,3,1,77,0
0.507064385668,1.04786030639,0.0347997214953,-0.0149565148498,0.385,0.45,1,1,2,78,0
0.240228215313,0.0447021435695,1.09901938813,0.011635013695,0.387,0.45,2,2,2,79,0
1.07459183611,0.156802868229,0.0626783386936,-0.0251777461869,0.37,0.45,0,0,2,80,0
0.215629999343,0.0631658556395,1.05801266252,-0.0150324837715,0.283,0.45,3,2,-1,81,0
1.00108264091,0.0158823891055,0.0237443440958,0.0332764701303,0.459,0.45,0,0,1,82,0
0.436285105584,1.0529040674,0.229186396242,-0.0345446840775,0.376,0.45,1,1,2,83,0
0.482963029018,1.01204921221,0.0622593816464,-0.00500570233585,0.43,0.45,0,1,-1,84,0
0.263003165646,0.151457639985,1.1167499028,0.149282403891,0.359,0.45,2,2,2,85,0
1.13883917656,0.0893810121458,0.0976207454594,0.0217886339386,0.331,0.45,1,0,-1,86,0
1.08526432813,0.105348466987,0.0254441736909,-0.0955330087261,0.183,0.45,3,0,-1,87,0
0.202984066291,0.0847497304243,1.05295689907,-0.0396058402141,0.486,0.45,2,2,1,88,0
0.321801674381,0.0779218485083,0.208508484457,1.03572345131,0.623,0.45,3,3,1,89,0
0.424177405501,1.06329729367,0.0236805264654,0.00560312737745,0.437,0.45,1,1,2,90,0
0.0779498821206,0.0337718849155,1.09652993472,0.088963199653,0.371,0.45,2,2,2,91,0
1.02363501975,0.112242050526,0.0447510733868,-0.124780218333,0.289,0.45,0,0,2,92,0
