force_0,force_1,force_2,force_3,rt,rt_threshold,target_finger,selected_finger,score,trial,run
1.58083370924,1.26259453935,1.28472878847,1.73973696688,0.005,0.45,3,3,2,0,0
0.000738866802588,0.0310850494657,1.14496647532,0.208752409995,0.471,0.45,2,2,1,1,0
1.18345721915,0.175743024129,0.27587508337,0.0648250606335,0.432,0.45,0,0,2,2,0
0.256943755091,1.08389316657,0.218684555948,0.284074883779,0.424,0.45,1,1,2,3,0
0.31215932643,0.180384700072,1.05689607416,0.1648061724,0.427,0.45,2,2,2,4,0
0.502060950398,1.01231923431,0.176079058238,0.20982370619,0.443,0.45,1,1,2,5,0
1.24522703272,0.267708259115,-0.00566406176048,0.228030045275,0.393,0.45,0,0,2,6,0
0.211834413236,0.150910276806,0.553953677546,1.09128992532,0.393,0.45,3,3,2,7,0
1.11824130311,0.33166056935,0.0424119029685,0.0913310317169,0.409,0.45,0,0,2,8,0
0.360321753623,0.00844432725187,1.00747018316,0.579166239328,0.371,0.45,2,2,2,9,0
0.302997859545,-0.00666044431745,0.154327984423,1.14961104889,0.407,0.45,3,3,2,10,0
0.637277112196,1.03657207719,0.00379050684283,0.119806139786,0.476,0.45,1,1,1,11,0
0.271159389599,0.0857231543798,0.107573939218,1.28462743288,0.433,0.45,3,3,2,12,0
1.20109017402,0.597468101254,0.0158544341221,0.264909028805,0.419,0.45,0,0,2,13,0
0.544806094583,1.06610054884,0.00878611890448,0.24082313777,0.393,0.45,1,1,2,14,0
0.474887767574,0.167647758145,1.01471458473,0.330449118724,0.377,0.45,2,2,2,15,0
1.11277671366,0.489722554276,0.204556795887,0.287678286974,0.37,0.45,1,0,-1,16,0
1.09869823232,0.392951674969,0.0513521194598,0.247114727928,0.5,0.45,0,0,1,17,0
0.30849586806,0.179257033335,1.01202430677,0.320434491917,0.44,0.45,2,2,2,18,0
1.05351485401,0.252438803814,0.0652766884099,0.347798893238,0.457,0.45,0,0,1,19,0
0.27927624921,0.169572820159,0.208637752662,1.09394827808,0.412,0.45,3,3,2,20,0
0.425977014993,0.0963936824589,1.09401330896,0.263954222966,0.457,0.45,2,2,1,21,0
0.226662891724,0.00173803143436,0.0786725015835,1.04698408405,0.404,0.45,3,3,2,22,0
0.369853100539,1.09108850689,0.0348859883485,0.0542442980903,0.449,0.45,1,1,2,23,0
0.161020255067,0.124823201643,0.0103540905814,1.14960397669,0.402,0.45,3,3,2,24,0
0.469989665917,1.01021433632,0.00809420318199,0.161066470241,0.409,0.45,1,1,2,25,0
1.12201369068,0.28651480652,0.00784631931435,0.268428249566,0.392,0.45,0,0,2,26,0
0.0244664757713,0.0888990834209,1.10811912088,0.594152771086,0.431,0.45,2,2,2,27,0
1.24086078054,0.11464062303,0.0178118224762,0.108728783883,0.437,0.45,0,0,2,28,0
0.276423766928,1.03559732652,0.123558758028,0.305295980006,0.481,0.45,1,1,1,29,0
0.449642236001,0.191644922212,1.02892572711,0.19628006687,0.462,0.45,2,2,1,30,0
0.512656790371,1.1883343323,0.231693847644,0.232075153141,0.447,0.45,1,1,2,31,0
0.346040040413,0.177982146309,0.163417540162,1.06173066148,0.433,0.45,3,3,2,32,0
0.110018215023,0.543394213607,1.13583082351,0.385056938583,0.536,0.45,2,2,1,33,0
0.130565072065,0.302187252344,0.153163962125,1.9071701893,0.575,0.45,3,3,1,34,0
1.04983212322,0.1758522477,0.0245509168652,0.154624277885,0.461,0.45,0,0,1,35,0
0.0263865246816,0.219949126029,0.00250739451772,1.12803576208,0.374,0.45,3,3,2,36,0
0.147506091405,1.19030824099,-0.00153748021074,0.218654785655,0.368,0.45,2,1,-1,37,0
0.0365044796088,1.05943973455,0.00798782206526,0.103330064866,0.444,0.45,0,1,-1,38,0
0.0795721527482,0.233052124493,0.240451542421,0.215288368034,0.7,0.45,1,-1,0,40,0
0.194118146804,1.09941680701,0.203890048259,0.133976054082,0.134,0.45,2,1,-1,40,0
0.0379738429986,1.15043382185,0.0277689248592,0.145385744351,0.347,0.45,1,1,2,41,0
1.16816840047,0.235287263849,0.00912443989868,0.217068970589,0.442,0.45,0,0,2,42,0
0.241013086487,0.110166459455,0.297612402352,1.30661222383,0.639,0.45,3,3,1,43,0
0.0568189259852,1.01426998069,0.06131219346,0.0987411097831,0.488,0.45,1,1,1,44,0
0.0452306567231,0.156952324516,0.0258384795886,1.06740232568,0.41,0.45,3,3,2,45,0
1.0256423849,0.206549232462,0.0042115228882,0.225840682444,0.401,0.45,0,0,2,46,0
0.463565647869,0.0209670405974,1.10781909733,0.52579905466,0.438,0.45,2,2,2,47,0
0.374840787307,0.469595484087,0.133893465973,1.11558720203,0.514,0.45,3,3,1,48,0
1.02310013058,0.33269702695,0.129184773068,0.155807200462,0.547,0.45,0,0,1,49,0
0.322732751663,0.184129549115,1.16338850965,0.317758606742,0.517,0.45,2,2,1,50,0
0.545110709743,1.13418986238,0.131757912995,0.214412617583,0.593,0.45,1,1,1,51,0
0.70095213722,0.240445552067,1.09924350409,0.280582689401,0.592,0.45,2,2,1,52,0
1.01044433241,0.274973955746,0.0657744433687,0.129526801452,0.573,0.45,0,0,1,53,0
0.530432865165,1.14640398185,0.0582576698386,0.219820189542,0.589,0.45,1,1,1,54,0
0.291000381454,0.135383113913,0.30313785798,1.00196771744,0.514,0.45,3,3,1,55,0
0.40018945764,1.06528793179,0.0308241161752,0.113266540999,0.483,0.45,1,1,1,56,0
1.08265829296,0.108335792353,0.0102196791733,0.17237795582,0.374,0.45,0,0,2,57,0
0.406882924452,0.120023743325,0.313667226811,1.27371708195,0.44,0.45,3,3,2,58,0
0.527710585611,0.230876037155,1.00499199809,0.51380412614,0.442,0.45,2,2,2,59,0
0.258058480926,0.147316821264,0.000163053272888,1.11663810243,0.43,0.45,3,3,2,60,0
0.365967007278,0.0761010976838,1.04341422391,0.299105076026,0.341,0.45,2,2,2,61,0
1.06080917564,0.261038331741,0.114245945815,0.236082944865,0.365,0.45,0,0,2,62,0
0.529328922185,1.68973303238,0.212027354207,0.273765848664,0.354,0.45,1,1,2,63,0
0.347394445885,0.193423790944,0.63326052874,1.0067630415,0.403,0.45,2,3,-1,64,0
1.27902836377,0.159955335328,0.242905723362,0.167793492081,0.417,0.45,1,0,-1,65,0
1.0851296544,0.287011107604,0.00914513985274,0.126089038802,0.598,0.45,0,0,1,66,0
0.0160935906693,0.302740546005,0.00803749736171,1.10406189558,0.462,0.45,3,3,1,67,0
1.27229099097,0.0975988993181,-0.000383459615911,0.269836428095,0.401,0.45,0,0,2,68,0
0.459280035976,0.00546590293388,1.45285106818,0.52633089339,0.456,0.45,2,2,1,69,0
0.341105074067,0.413180748172,0.14216998386,1.07225682344,0.451,0.45,3,3,1,70,0
0.284859716399,1.05241975613,0.17238604603,0.234690232504,0.366,0.45,1,1,2,71,0
0.268131119565,0.287929218817,0.0604158115568,1.08864382425,0.352,0.45,3,3,2,72,0
0.343798649874,0.31241880797,1.58421076622,0.437165805076,0.452,0.45,2,2,1,73,0
1.0306448505,0.209986755684,0.150523368863,0.191576697292,0.399,0.45,0,0,2,74,0
0.66636571056,1.01257062266,0.544635740172,0.213903888574,0.458,0.45,1,1,1,75,0
0.723269222663,1.00440395694,0.0413156215912,0.127377659389,0.062,0.45,0,1,-1,76,0
1.05797283063,0.32392443901,0.0165748236026,0.0754944831109,0.057,0.45,2,0,-1,77,0
0.780381773022,1.01234666703,0.0991477063101,0.267682889031,0.441,0.45,1,1,2,78,0
0.394193586797,0.0673084299141,0.0122427629455,1.19133047559,0.345,0.45,3,3,2,79,0
1.05854467622,0.21700361011,0.00846328061214,0.0706146109078,0.3,0.45,0,0,2,80,0
0.521814372917,0.145118624419,0.0103529612923,1.14900723733,0.428,0.45,3,3,2,81,0
0.871360711874,1.05366191438,0.13958124986,0.100767469613,0.391,0.45,1,1,2,82,0
0.540378055764,0.50427518298,1.02389945337,0.304658025383,0.33,0.45,2,2,2,83,0
0.199705871969,0.0732519012401,0.541447852276,1.05140772421,0.482,0.45,3,3,1,84,0
1.14502982148,0.490273525579,0.2475292328,0.288566624809,0.436,0.45,1,0,-1,85,0
0.0235191145414,0.786348131049,1.06009922514,0.2563572051,0.533,0.45,2,2,1,86,0
1.01401323003,0.206169245952,0.12832415284,0.21180574019,0.457,0.45,0,0,1,87,0
0.0880436522414,0.407283146093,1.09319363322,0.283449414543,0.554,0.45,2,2,1,88,0
0.117866112244,2.18073942684,0.0298683860167,0.12230838921,0.7,0.45,1,-1,0,90,0
0.117866112244,2.18073942684,0.0298683860167,0.12230838921,0.174,0.45,0,1,-1,90,0
1.13553153939,0.032176102671,0.0240336086742,0.199560689769,0.033,0.45,1,0,-1,91,0
0.167227067261,0.208313861763,0.521868341766,1.00033649554,0.551,0.45,3,3,1,92,0
1.10115403267,0.232019899324,0.0866579185598,0.15738907224,0.455,0.45,0,0,1,93,0
0.0625048905857,0.167732526915,0.0194618724558,1.04481130778,0.39,0.45,3,3,2,94,0
0.0831165037229,0.126447742996,1.12844469085,0.170767409726,0.435,0.45,2,2,2,95,0
0.112519088675,0.158870537105,0.403763693544,1.10176411577,0.38,0.45,3,3,2,96,0
0.066401220859,0.059037178933,1.04384210097,0.266986234214,0.318,0.45,2,2,2,97,0
1.05678063919,0.0247736182296,0.262561326471,0.165586962739,0.436,0.45,0,0,2,98,0
0.693478216201,1.10790352224,0.299482079738,0.169892871438,0.57,0.45,1,1,1,99,0
0.02386072293,0.0356274609082,1.05295465979,0.0606369996875,0.589,0.45,2,2,1,100,0
0.0517551902243,0.958223332294,0.291263571654,0.369517650828,0.7,0.45,1,-1,0,102,0
0.0514476375376,1.14703206197,0.290276741249,0.380974476645,0.00900000000005,0.45,0,1,-1,102,0
0.0691690205274,0.250133655961,0.546187296256,1.05072030509,0.399,0.45,3,3,2,103,0
1.05461994243,0.310148752233,0.12888030395,0.303558426101,0.324,0.45,0,0,2,104,0
0.0606038840648,0.165112400057,1.11261157002,0.478362639051,0.383,0.45,2,2,2,105,0
0.287842158454,0.173284679316,0.692156118995,1.11887110633,0.41,0.45,3,3,2,106,0
0.747626906434,1.01098654104,0.215341594649,0.300411550136,0.367,0.45,1,1,2,107,0
0.123141957344,0.0334633124029,1.1607442241,0.360654238741,0.357,0.45,3,2,-1,108,0
0.317321652918,1.16879361711,0.0355935903592,0.264492694085,0.515,0.45,1,1,1,109,0
1.10430263946,0.17736307601,0.0245440798346,0.218120006214,0.426,0.45,0,0,2,110,0
0.0625247297084,0.307637389967,1.01654245824,0.523599579657,0.44,0.45,2,2,2,111,0
1.2058171777,0.311039157639,0.280571558306,0.391352669998,0.606,0.45,0,0,1,112,0
