probe,press,accuracy,rt,threshold,score,run_num
2,-1,0,0.8,0.5,-2,0
3,3,1,0.489563941956,0.5,1,0
1,1,1,0.523125886917,0.5,-1,0
4,3,0,0.408131837845,0.5,-2,0
0,0,1,0.471426010132,0.5,1,0
2,2,1,0.534456968307,0.5,-1,0
3,3,1,0.516705989838,0.5,-1,0
1,1,1,0.561584949493,0.5,-1,0
4,3,0,0.683912038803,0.5,-2,0
0,0,1,0.651221036911,0.5,-1,0
4,4,1,0.513921976089,0.5,-1,0
3,3,1,0.578235149384,0.5,-1,0
1,1,1,0.573604822159,0.5,-1,0
2,2,1,0.687216043472,0.5,-1,0
0,0,1,0.515285968781,0.5,-1,0
4,4,1,0.389410972595,0.5,1,0
1,1,1,0.53966999054,0.5,-1,0
3,3,1,0.440998077393,0.5,1,0
2,2,1,0.34670996666,0.5,1,0
0,0,1,0.278937101364,0.5,1,0
4,4,1,0.414538145065,0.5,1,0
1,1,1,0.347906827927,0.5,1,0
2,2,1,0.372300863266,0.5,1,0
0,0,1,0.369877099991,0.5,1,0
3,4,0,0.410602807999,0.5,-2,0
1,1,1,0.450029850006,0.5,1,0
0,0,1,0.313102960587,0.5,1,0
2,2,1,0.31059217453,0.5,1,0
4,3,0,0.392277956009,0.5,-2,0
3,3,1,0.679196119308,0.5,-1,0
1,1,1,0.637963056564,0.5,-1,0
4,4,1,0.618860006332,0.5,-1,0
3,3,1,0.579133033752,0.5,-1,0
2,2,1,0.522420883179,0.5,-1,0
0,1,0,0.440732955933,0.5,-2,0
3,3,1,0.476907968521,0.5,1,0
1,2,0,0.46866607666,0.5,-2,0
4,-1,0,0.8,0.5,-2,0
2,1,0,0.722114086151,0.5,-2,0
0,0,1,0.484110116959,0.5,1,0
4,4,1,0.483232975006,0.5,1,0
1,1,1,0.609950065613,0.5,-1,0
2,2,1,0.638164997101,0.5,-1,0
3,3,1,0.510210037231,0.5,-1,0
0,0,1,0.435266017914,0.5,1,0
4,4,1,0.35439991951,0.5,1,0
1,1,1,0.442571878433,0.5,1,0
3,3,1,0.337909936905,0.5,1,0
0,1,0,0.408206939697,0.5,-2,0
2,2,1,0.59259390831,0.5,-1,0
1,0,0,0.624214887619,0.5,-2,0
0,0,1,0.499514102936,0.5,1,0
