probe,press,accuracy,rt,threshold,score,run_num
2,2,1,0.559814929962,0.5,-1,0
3,3,1,0.352289915085,0.5,1,0
1,1,1,0.270232915878,0.5,1,0
4,4,1,0.526422023773,0.5,-1,0
0,0,1,0.373492956161,0.5,1,0
4,4,1,0.371308088303,0.5,1,0
1,2,0,0.352908849716,0.5,-2,0
2,2,1,0.296401023865,0.5,1,0
3,3,1,0.255006790161,0.5,1,0
0,0,1,0.334373950958,0.5,1,0
1,1,1,0.276467084885,0.5,1,0
2,2,1,0.235232830048,0.5,1,0
4,4,1,0.333889007568,0.5,1,0
0,0,1,0.267245769501,0.5,1,0
3,3,1,0.322618961334,0.5,1,0
2,2,1,0.415502071381,0.5,1,0
3,3,1,0.343205928802,0.5,1,0
0,1,0,0.264610052109,0.5,-2,0
4,4,1,0.374305009842,0.5,1,0
1,2,0,0.372138023376,0.5,-2,0
4,4,1,0.380294799805,0.5,1,0
3,2,0,0.348151922226,0.5,-2,0
1,1,1,0.335284948349,0.5,1,0
0,0,1,0.313539028168,0.5,1,0
2,2,1,0.432104825974,0.5,1,0
0,0,1,0.360857963562,0.5,1,0
4,4,1,0.292418003082,0.5,1,0
3,3,1,0.318197965622,0.5,1,0
1,1,1,0.2764980793,0.5,1,0
2,3,0,0.298671960831,0.5,-2,0
0,0,1,0.400733947754,0.5,1,0
2,2,1,0.320219993591,0.5,1,0
3,3,1,0.439651012421,0.5,1,0
4,4,1,0.309072971344,0.5,1,0
1,1,1,0.324305057526,0.5,1,0
0,0,1,0.372005939484,0.5,1,0
1,1,1,0.410099029541,0.5,1,0
3,3,1,0.354635000229,0.5,1,0
2,2,1,0.272338867188,0.5,1,0
4,4,1,0.3209400177,0.5,1,0
2,2,1,0.42098903656,0.5,1,0
3,3,1,0.366276979446,0.5,1,0
0,0,1,0.451349973679,0.5,1,0
4,3,0,0.355641841888,0.5,-2,0
1,1,1,0.328683853149,0.5,1,0
2,2,1,0.376805067062,0.5,1,0
0,0,1,0.393174171448,0.5,1,0
4,4,1,0.333904027939,0.5,1,0
1,1,1,0.398829936981,0.5,1,0
3,3,1,0.371002197266,0.5,1,0
0,0,1,0.314794063568,0.5,1,0
2,2,1,0.306339979172,0.5,1,0
1,2,0,0.387544870377,0.5,-2,0
3,3,1,0.319437026978,0.5,1,0
4,4,1,0.336178064346,0.5,1,0
0,0,1,0.277355194092,0.5,1,0
4,4,1,0.291831016541,0.5,1,0
1,1,1,0.316864967346,0.5,1,0
3,3,1,0.31591796875,0.5,1,0
2,2,1,0.393033981323,0.5,1,0
3,3,1,0.351615190506,0.5,1,0
1,1,1,0.29761505127,0.5,1,0
2,2,1,0.303112030029,0.5,1,0
4,4,1,0.302068948746,0.5,1,0
0,0,1,0.270391941071,0.5,1,0
4,3,0,0.38970208168,0.5,-2,0
1,1,1,0.341011047363,0.5,1,0
3,4,0,0.321141958237,0.5,-2,0
0,0,1,0.482434034348,0.5,1,0
2,2,1,0.398847103119,0.5,1,0
3,3,1,0.41345500946,0.5,1,0
4,4,1,0.340845823288,0.5,1,0
2,2,1,0.444499969482,0.5,1,0
0,0,1,0.322891950607,0.5,1,0
1,1,1,0.436239004135,0.5,1,0
4,4,1,0.443253040314,0.5,1,0
3,3,1,0.360849142075,0.5,1,0
2,2,1,0.377029895782,0.5,1,0
1,1,1,0.295415878296,0.5,1,0
0,0,1,0.339166879654,0.5,1,0
1,1,1,0.428714036942,0.5,1,0
2,2,1,0.300436973572,0.5,1,0
3,3,1,0.291600942612,0.5,1,0
4,4,1,0.273102045059,0.5,1,0
0,0,1,0.429838895798,0.5,1,0
3,3,1,0.446490049362,0.5,1,0
1,1,1,0.422878026962,0.5,1,0
2,2,1,0.339956045151,0.5,1,0
0,0,1,0.418389081955,0.5,1,0
4,4,1,0.348129987717,0.5,1,0
1,1,1,0.311935186386,0.5,1,0
0,0,1,0.378249883652,0.5,1,0
3,3,1,0.375389099121,0.5,1,0
2,2,1,0.383897066116,0.5,1,0
4,3,0,0.372071027756,0.5,-2,0
1,1,1,0.330713033676,0.5,1,0
0,0,1,0.323292970657,0.5,1,0
3,3,1,0.280267000198,0.5,1,0
2,1,0,0.304613828659,0.5,-2,0
4,4,1,0.361002922058,0.5,1,0
1,1,1,0.492801904678,0.5,1,0
4,3,0,0.40744805336,0.5,-2,0
0,0,1,0.435121059418,0.5,1,0
3,3,1,0.379900217056,0.5,1,0
2,2,1,0.316727876663,0.5,1,0
3,3,1,0.400247097015,0.5,1,0
1,1,1,0.442222118378,0.5,1,0
4,4,1,0.417145967484,0.5,1,0
0,0,1,0.374884128571,0.5,1,0
2,2,1,0.405649900436,0.5,1,0
4,4,1,0.333155155182,0.5,1,0
3,4,0,0.361681938171,0.5,-2,0
2,2,1,0.4747569561,0.5,1,0
1,1,1,0.514698028564,0.5,-1,0
0,0,1,0.489576101303,0.5,1,0
4,4,1,0.42374587059,0.5,1,0
1,1,1,0.34078001976,0.5,1,0
2,2,1,0.389085054398,0.5,1,0
3,3,1,0.396281957626,0.5,1,0
0,0,1,0.4127368927,0.5,1,0
4,4,1,0.299823999405,0.5,1,0
3,3,1,0.424872159958,0.5,1,0
2,2,1,0.39823102951,0.5,1,0
1,1,1,0.430129051208,0.5,1,0
0,0,1,0.31934094429,0.5,1,0
2,2,1,0.421145915985,0.5,1,0
4,4,1,0.29842877388,0.5,1,0
1,1,1,0.371134996414,0.5,1,0
3,3,1,0.46328496933,0.5,1,0
0,1,0,0.401681900024,0.5,-2,0
3,3,1,0.429352998734,0.5,1,0
2,2,1,0.419589996338,0.5,1,0
0,0,1,0.356214046478,0.5,1,0
1,1,1,0.435499191284,0.5,1,0
4,4,1,0.440629959106,0.5,1,0
0,0,1,0.434234142303,0.5,1,0
3,3,1,0.497926950455,0.5,1,0
1,1,1,0.463529109955,0.5,1,0
2,2,1,0.439563989639,0.5,1,0
4,4,1,0.503549098969,0.5,-1,0
1,1,1,0.557005167007,0.5,-1,0
4,4,1,0.354706048965,0.5,1,0
3,3,1,0.384641170502,0.5,1,0
0,0,1,0.408327102661,0.5,1,0
2,2,1,0.409893035889,0.5,1,0
0,0,1,0.421256065369,0.5,1,0
3,3,1,0.357856035233,0.5,1,0
2,1,0,0.333827972412,0.5,-2,0
1,1,1,0.306053161621,0.5,1,0
4,4,1,0.368853092194,0.5,1,0
3,3,1,0.428164958954,0.5,1,0
0,0,1,0.371221065521,0.5,1,0
4,4,1,0.449018955231,0.5,1,0
1,1,1,0.408971071243,0.5,1,0
2,2,1,0.341093063354,0.5,1,0
1,1,1,0.373241901398,0.5,1,0
2,2,1,0.445197820663,0.5,1,0
0,0,1,0.441154003143,0.5,1,0
4,4,1,0.378618955612,0.5,1,0
3,3,1,0.37643289566,0.5,1,0
4,4,1,0.432700157166,0.5,1,0
0,0,1,0.307542085648,0.5,1,0
1,1,1,0.43598985672,0.5,1,0
2,2,1,0.321880817413,0.5,1,0
3,3,1,0.291454076767,0.5,1,0
1,1,1,0.483297109604,0.5,1,0
0,0,1,0.32124710083,0.5,1,0
3,3,1,0.385585069656,0.5,1,0
2,2,1,0.38455915451,0.5,1,0
4,4,1,0.372106075287,0.5,1,0
3,4,0,0.411201000214,0.5,-2,0
1,1,1,0.428770065308,0.5,1,0
4,3,0,0.404683113098,0.5,-2,0
0,0,1,0.402188062668,0.5,1,0
2,2,1,0.377585172653,0.5,1,0
4,4,1,0.368130922318,0.5,1,0
0,0,1,0.486655950546,0.5,1,0
1,1,1,0.434668064117,0.5,1,0
2,2,1,0.380959033966,0.5,1,0
3,3,1,0.39545917511,0.5,1,0
4,4,1,0.329874038696,0.5,1,0
3,3,1,0.442610025406,0.5,1,0
0,0,1,0.36074590683,0.5,1,0
2,2,1,0.399923086166,0.5,1,0
1,1,1,0.407742977142,0.5,1,0
0,0,1,0.398814201355,0.5,1,0
2,2,1,0.325102090836,0.5,1,0
4,4,1,0.42653799057,0.5,1,0
1,1,1,0.30378985405,0.5,1,0
3,3,1,0.282004833221,0.5,1,0
0,1,0,0.432041883469,0.5,-2,0
4,4,1,0.416175842285,0.5,1,0
3,3,1,0.580015897751,0.5,-1,0
1,1,1,0.506563901901,0.5,-1,0
2,2,1,0.386281967163,0.5,1,0
0,0,1,0.338741064072,0.5,1,0
1,1,1,0.400890111923,0.5,1,0
2,2,1,0.330331087112,0.5,1,0
4,4,1,0.390095949173,0.5,1,0
3,3,1,0.389536857605,0.5,1,0
0,0,1,0.445739030838,0.5,1,0
3,3,1,0.364814996719,0.5,1,0
4,4,1,0.376591920853,0.5,1,0
1,1,1,0.376214027405,0.5,1,0
2,2,1,0.343212842941,0.5,1,0
0,0,1,0.408915996552,0.5,1,0
1,1,1,0.459986925125,0.5,1,0
3,3,1,0.366137981415,0.5,1,0
4,4,1,0.324092149734,0.5,1,0
2,3,0,0.323715925217,0.5,-2,0
3,4,0,0.362488031387,0.5,-2,0
0,0,1,0.36101102829,0.5,1,0
1,1,1,0.353134870529,0.5,1,0
4,4,1,0.462832927704,0.5,1,0
2,2,1,0.341554880142,0.5,1,0
0,0,1,0.421162843704,0.5,1,0
4,4,1,0.443077087402,0.5,1,0
3,3,1,0.476725101471,0.5,1,0
1,1,1,0.335643053055,0.5,1,0
2,2,1,0.358975887299,0.5,1,0
4,4,1,0.344092845917,0.5,1,0
1,2,0,0.351953029633,0.5,-2,0
0,0,1,0.343269109726,0.5,1,0
3,3,1,0.363289117813,0.5,1,0
2,2,1,0.418999910355,0.5,1,0
3,3,1,0.42446398735,0.5,1,0
4,4,1,0.379081964493,0.5,1,0
0,0,1,0.328584909439,0.5,1,0
1,1,1,0.326971054077,0.5,1,0
2,2,1,0.285686969757,0.5,1,0
1,1,1,0.461223125458,0.5,1,0
2,2,1,0.48472905159,0.5,1,0
3,3,1,0.354493141174,0.5,1,0
4,4,1,0.344977855682,0.5,1,0
0,0,1,0.302763938904,0.5,1,0
1,1,1,0.425186157227,0.5,1,0
2,2,1,0.304614067078,0.5,1,0
0,0,1,0.419579982758,0.5,1,0
3,3,1,0.395023107529,0.5,1,0
